SPICY,ra,dec,l,b,GaiaDR2,source_id,parallax,D
116942,339.273328,58.51305,106.137771,0.091856,2008344334159906944,2008344334159906944,0.9923201464990412,1.0077392901152453
116935,339.215898,58.549842,106.12981,0.138644,2008345399312921472,2008345399312921472,1.035811022186568,0.9654270697844363
116953,339.369195,58.631397,106.239491,0.170328,2008351657085038976,2008351657085038976,2.5267390540754304,0.39576702564005534
116976,339.779128,58.769592,106.492824,0.186897,2008377044627560576,2008377044627560576,0.1625864662911168,6.15057343216664
117004,340.376473,59.139945,106.941225,0.362964,2008392167217586176,2008392167217586176,0.4502109182212572,2.2211811387225127
116952,339.365644,58.874056,106.357063,0.382611,2008404979095386624,2008404979095386624,2.2570418225190307,0.4430578069146826
116951,339.365488,58.890596,106.365116,0.397058,2008405223918977792,2008405223918977792,2.2555688389055777,0.4433471427479061
116940,339.265488,58.980393,106.36435,0.500622,2008409553245952128,2008409553245952128,2.4304523062903978,0.411446049532361
116954,339.37547,58.965245,106.406265,0.459556,2008409999916995328,2008409999916995328,2.4770814666325367,0.40370089295425876
116963,339.558625,59.100843,106.554852,0.531608,2008435288687082752,2008435288687082752,0.0484116203211424,20.656197693165794
116990,340.131714,59.359226,106.936576,0.6154,2008444767676472576,2008444767676472576,0.7994830727075428,1.2508082211339173
116957,339.497217,59.254107,106.602366,0.680681,2008451914499838848,2008451914499838848,0.321331335580424,3.1120525428797357
116955,339.413521,59.302726,106.588916,0.744014,2008452945294191616,2008452945294191616,0.3856408300057514,2.5930864218529095
117043,341.264052,59.183112,107.362692,0.186197,2008474145247372928,2008474145247372928,2.135978860597195,0.4681694273511732
117049,341.283743,59.189694,107.374684,0.187319,2008474145248972032,2008474145248972032,1.6924351301243052,0.590864596344412
117007,340.618264,59.155136,107.057487,0.31725,2008482602037750400,2008482602037750400,0.335339786,2.9820499736348016
117024,340.975857,59.462648,107.363644,0.502044,2008496616520516864,2008496616520516864,0.2970055885765149,3.3669400121148865
117142,341.783328,59.399379,107.697858,0.255167,2008502079716675712,2008502079716675712,0.3804576434030436,2.628413483969974
117149,341.823988,59.579171,107.798746,0.405411,2008507371114481536,2008507371114481536,0.4602578744297488,2.1726950380566152
117195,342.339896,59.743387,108.105538,0.432928,2008513006115965312,2008513006115965312,0.7824045036082764,1.2781112524125582
117170,342.10804,59.724335,107.992744,0.468947,2008514900200427648,2008514900200427648,0.2569909438789079,3.8911877006498408
117169,342.088752,59.729117,107.986263,0.477631,2008514930257147648,2008514930257147648,0.2199144187902475,4.547223440377466
117179,342.236229,59.781999,108.076466,0.490989,2008516545164952320,2008516545164952320,0.1607376958051209,6.221316007991084
